Country,Region,Beneficiary Name,Total Budget,EU Contribution,Number of Projects,Transliterated NameBulgaria,Blagoevgrad Province,КАБРОН И ПЕКЕНЬО ООД,127024.68,86376.78,1,KABRON I PEKENЬO OOD,
Bulgaria,Blagoevgrad Province,NIMTEX,596158.72,329377.69,1,,
Bulgaria,Blagoevgrad Province,АЛЕКС СТИЛ 2013 ЕООД,130347.0,107241.74,3,ALEKS STIL 2013 EOOD,
Bulgaria,Blagoevgrad Province,ЧЕРКЕЗОВ ООД,643403.87,255270.51,2,ChERKEZOV OOD,
Bulgaria,Blagoevgrad Province,РИЛАТЕКС ЕООД,96262.5,81823.12,2,RILATEKS EOOD,
Bulgaria,Blagoevgrad Province,Нидекс ООД,292827.9,166676.85,1,Nideks OOD,
Bulgaria,Blagoevgrad Province,South-West University "Neofit Rilski",577573.0,490937.05,1,,
Bulgaria,Blagoevgrad Province,ОБЩИНА САТОВЧА,1084956.72,930030.03,8,OBShtINA SATOVChA,
Bulgaria,Blagoevgrad Province,ГЕРИ ВИГ ЕООД,199494.66,169570.47,1,GERI VIG EOOD,
Bulgaria,Blagoevgrad Province,Смарт Нет ЕООД,137598.0,95300.64,2,Smart Net EOOD,
Bulgaria,Blagoevgrad Province,КИСС - 707 ЕООД,190374.26,161818.12,1,KISS - 707 EOOD,
Bulgaria,Blagoevgrad Province,ПИРИН ИНВЕСТ ГРУП ЕООД,310590.0,196429.05,3,PIRIN INVEST GRUP EOOD,
Bulgaria,Blagoevgrad Province,Глобал Туризъм Технолоджийс ООД,119166.87,81033.47,1,Global Turizam Tehnolodzhiys OOD,
Bulgaria,Blagoevgrad Province,НЮ САЙЪНС ЕООД,172977.06,147030.5,1,NYu SAYANS EOOD,
Bulgaria,Blagoevgrad Province,Association of entrepreneurs Gotse Delchev region,106801.15,90780.96,1,,
Bulgaria,Blagoevgrad Province,Association of South-Western Municipalities,395361.14,336056.96,1,,
Bulgaria,Blagoevgrad Province,Обединено училище ,,Свети Паисий Хилендарски'',99721.44,84763.23,1,,
Bulgaria,Blagoevgrad Province,БИ ДЖИ ЕН ЕЛЕКТРОНИКС ООД,701250.0,208621.88,1,BI DZhI EN ELEKTRONIKS OOD,
Bulgaria,Blagoevgrad Province,Община Хаджидимово,547453.86,471472.67,4,Obshtina Hadzhidimovo,
Bulgaria,Blagoevgrad Province,МЕЛИКАНА ЕООД,126485.92,86010.42,1,MELIKANA EOOD,
Bulgaria,Blagoevgrad Province,ЮЛНЦ „Югозападен обществено информационен център“,141220.71,120037.6,2,YuLNTs „Yugozapaden obshtestveno informatsionen tsentar“,
Bulgaria,Blagoevgrad Province,ПОЛИТРАНСФЕР ЕЛЕКТРИК ЕООД,88430.94,78991.3,3,POLITRANSFER ELEKTRIK EOOD,
Bulgaria,Blagoevgrad Province,С енд П ТЕКСТИЛ ООД,183535.09,109203.38,1,S end P TEKSTIL OOD,
Bulgaria,Blagoevgrad Province,БУМАР АД,334630.99,193867.77,2,BUMAR AD,
Bulgaria,Blagoevgrad Province,ОБЩИНА БАНСКО,317706.12,308815.04,3,OBShtINA BANSKO,
Bulgaria,Blagoevgrad Province,L.I.D.E.R.- persons idea and actions for effective solutions,104049.06,88441.68,1,,
Bulgaria,Blagoevgrad Province,СУ "Св.Св. Кирил и Методий",209252.07,177864.26,1,SU "Sv.Sv. Kiril i Metodiy",
Bulgaria,Blagoevgrad Province,БЕЛВИ ООД,172830.29,146905.74,2,BELVI OOD,
Bulgaria,Blagoevgrad Province,БЕА ВИЖЪН БЪТЪНС ЕООД,131580.0,78290.1,1,BEA VIZhAN BATANS EOOD,
Bulgaria,Blagoevgrad Province,БЕЛВИ КОМЕРС ЕООД,254989.8,153019.42,2,BELVI KOMERS EOOD,
Bulgaria,Blagoevgrad Province,ИНОВЕЙШЪН БЪЛГАРИЯ ЕООД,199003.7,169153.14,1,INOVEYShAN BALGARIYa EOOD,
Bulgaria,Blagoevgrad Province,ХКС ЕООД,222972.0,147114.09,2,HKS EOOD,
Bulgaria,Blagoevgrad Province,САМОСТОЯТЕЛНА МЕДИКО-ТЕХНИЧЕСКА ЛАБОРАТОРИЯ СОФ КАД ООД,125124.44,85084.65,1,SAMOSTOYaTELNA MEDIKO-TEHNIChESKA LABORATORIYa SOF KAD OOD,
Bulgaria,Blagoevgrad Province,НЮ МИДИА ЛАЙН ООД,127131.8,86449.63,1,NYu MIDIA LAYN OOD,
Bulgaria,Blagoevgrad Province,ДЖЕМИ-СТИЛ ЕООД,166349.25,127257.18,1,DZhEMI-STIL EOOD,
Bulgaria,Blagoevgrad Province,СДРУЖЕНИЕ "КЮСТЕНДИЛСКА ТЪРГОВСКО-ПРОМИШЛЕНА ПАЛАТА",110998.34,94348.59,1,SDRUZhENIE "KYuSTENDILSKA TARGOVSKO-PROMIShLENA PALATA",
Bulgaria,Blagoevgrad Province,Адвансър ЕООД,121766.5,82801.22,1,Advansar EOOD,
Bulgaria,Blagoevgrad Province,Foundation "12th Chair",103337.44,87836.82,1,,
Bulgaria,Blagoevgrad Province,Foundation "Health Prophylaxis",94742.54,80531.15,1,,
Bulgaria,Blagoevgrad Province,БГ РЕГИОНИ ООД,153775.61,130709.27,1,BG REGIONI OOD,
Bulgaria,Blagoevgrad Province,Община Струмяни,1035128.78,879859.46,5,Obshtina Strumyani,
Bulgaria,Blagoevgrad Province,Municipality of Bobov dol,560325.68,476276.81,1,,
Bulgaria,Blagoevgrad Province,ВЕЛИМИРА ГРУП ЕООД,198044.61,168337.92,1,VELIMIRA GRUP EOOD,
Bulgaria,Blagoevgrad Province,Акаунтинг Хаус ЕООД,115891.38,98507.67,1,Akaunting Haus EOOD,
Bulgaria,Blagoevgrad Province,НАСИ ЕООД,119212.5,101330.62,1,NASI EOOD,
Bulgaria,Blagoevgrad Province,АБСТА ПРОЕКТ-ДИЗАЙН ООД,121278.38,82469.32,1,ABSTA PROEKT-DIZAYN OOD,
Bulgaria,Blagoevgrad Province,Обединено училище ,,Свети Паисий Хилендарски'',99721.44,84763.23,1,,
Bulgaria,Blagoevgrad Province,International Initiatives for Cooperation,609173.46,517797.43,2,,
Bulgaria,Blagoevgrad Province,САМОСТОЯТЕЛНА МЕДИКО-ДИАГНОСТИЧНА ЛАБОРАТОРИЯ ЕКС ЛАБ ЕООД,126265.8,85860.74,1,SAMOSTOYaTELNA MEDIKO-DIAGNOSTIChNA LABORATORIYa EKS LAB EOOD,
Bulgaria,Blagoevgrad Province,ЛАЙВСТРИЙМ ООД,138739.73,94984.43,2,LAYVSTRIYM OOD,
Bulgaria,Blagoevgrad Province,ЕЛЕНА ИВАНОВА-68 ЕТ,284818.68,169467.11,1,ELENA IVANOVA-68 ET,
Bulgaria,Blagoevgrad Province,University of Forestry, Faculty of Ecology and Landscape Architecture,1159383.93,985476.34,1,,
Bulgaria,Blagoevgrad Province,Bulgarian Medical Association - Branch Blagoevgrad,116925.66,99386.8,1,,
Bulgaria,Blagoevgrad Province,Fire Safety and Civil Protection Directorate General, Ministry of the Interior,4482557.86,3810174.18,1,,
Bulgaria,Blagoevgrad Province,Агенция "Пътна инфраструктура",3.8044078757E8,3.2337466943E8,2,Agentsiya "Patna infrastruktura",
Bulgaria,Blagoevgrad Province,АЙСБЕРГ-МГ ЕООД,116997.06,79558.0,1,AYSBERG-MG EOOD,
Bulgaria,Blagoevgrad Province,ФИНИШ - ПРИНТ ЕООД,126079.78,85734.25,1,,
Bulgaria,Blagoevgrad Province,ЯНКА БЕЛЬОВА - НАЧАЛО ЕТ,83714.27,71157.13,1,YaNKA BELЬOVA - NAChALO ET,
Bulgaria,Blagoevgrad Province,МИНИСТЕРСТВО НА ОКОЛНАТА СРЕДА И ВОДИТЕ, Дирекция Управление на водите,3551640.0,3018894.0,1,MINISTERSTVO NA OKOLNATA SREDA I VODITE, Direktsiya Upravlenie na vodite,
Bulgaria,Blagoevgrad Province,МОБИКОНСУЛТ 2009 ЕООД,150712.65,128105.75,1,MOBIKONSULT 2009 EOOD,
Bulgaria,Blagoevgrad Province,ПЪТНИЧЕСКИ ПРЕВОЗИ ООД,128953.5,109610.48,2,PATNIChESKI PREVOZI OOD,
Bulgaria,Blagoevgrad Province,ФОНДАЦИЯ ЗА СОЦИАЛНИ ИНВЕСТИЦИИ И РЕСУРСИ,133659.37,113610.47,1,FONDATsIYa ZA SOTsIALNI INVESTITsII I RESURSI,
Bulgaria,Blagoevgrad Province,СДРУЖЕНИЕ "БЪЛГАРСКИ ИКОНОМИЧЕСКИ ФОРУМ",85736.39,72875.92,1,SDRUZhENIE "BALGARSKI IKONOMIChESKI FORUM",
